,,7,11,14
CTS,,Mobile-cellular telephone subscriptions (millions),,
Region Code,Region Name,2010,2014,2018
WOR , World ,5290.1,6995.9,7723.6
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
FBS,,Fixed-broadband subscriptions (millions),,
Region Code,Region Name,2010,2014,2018
WOR , World ,526.3,730.8,1019.8
